text,funny
"Like most seabirds , albatrosses are K-selected with regard to their life history , meaning they live much longer than other birds , they delay breeding for longer , and invest more effort into fewer young.",0
"Like Mother , Mother 3 has only a loose connection to EarthBound , starring new characters , though it does include several returning characters . A collection of Mother and EarthBound was released in Japan under the title Mother 1 + 2.",0
"Like Mother , Mother 3 has only a loose connection to EarthBound , starring new characters , though it does include several returning characters.",0
"Like Mother, Like Daughter",0
"Like much of the Abbottabad area , the terrain and layout of land make Baldheri a very beautiful place , with fresh water streams running down from the hills and mountains.",0
"Like other chameleons , this species has a long tongue , feet that are shaped into bifid claspers , a prehensile tail , independent eye movement and the ability to change skin color.",0
"Like other corvids , they may learn to mimic human speech.",0
"Like other tribes , they were nomads.",0
"Like Parents, Like Children",0
"Like Priest, Like People",0
Like roving art galleries they depict all themes of life through their adorned artwork.,0
"Like Searcy County , the city takes its name from Richard Searcy , a judge for the Superior Court of the Arkansas Territory.",0
"Like standard rail tracks , tram tracks consist of two parallel steel rails.",0
"Like Teacher, Like Pupil",0
"Like the genera that Stebbins had previously studied , Crepis commonly hybridized , displayed polyploidy , and could make seed without fertilization.",0
"Like the Nile , the Niger floods yearly ; this begins in September , peaks in November , and finishes by May.",0
"Like the rest of Greenland , Nuuk is populated today by both Inuit and Danes.",0
"Like white tigers , strawberry tigers are invariably at least part Bengal.",0
Liking your own Facebook status is like high-fiving yourself in public.,1
"Liljeberg 's mother was relatively young when Rebecka was born , and Liljeberg 's parents divorced when she was one year old.",0
"Lilo wants to win the May Day hula contest like her Mom did in the 1970s , but Stitch continues to have outbursts.",0
"Limiting German refugee intake not unethical, president says ",0
LinkedIn CEO passes 2016 stock package to employees,0
Linux Mint is based on Ubuntu and the two distributions have much in common.,0
"Lionel Messi goes up girl in a club and says ""Get your coat, you've pulled"" she replies ""Wow, you're a little forward""",1
"Lisa , upon seeing what Homer must go through to pay for the pony , decides to give it away.",0
"Listen, calling people names says a lot more about you than it does about them, idiot.",1
"Literacy is broken down into three parameters : prose , document , and quantitative literacy.",0
Lithuania opens trial of ex-Soviet military officers over 1991 killings,0
"Little Bastard soon became more and more aggressive and started attacking Finlay 's opponent during matches , much to Finlay 's dismay.",0
"Little by little , the devotion to the Sacred Heart became a separate one , and on August 31 , 1670 , the first feast of the Sacred Heart was celebrated in the Grand Seminary of Rennes.",0
Little came of this effort.,0
Little Chips Light Great Fires,0
Little cigars differ greatly from regular cigars.,0
Little is known for certain of Josquin 's early life.,0
"Little is known of Joseph Johns 's early life . Born in Cornwall , England around 1826 and raised as a Roman Catholic , he was the third of six children of blacksmith Thomas Johns and his wife Mary.",0
"Little Johnny: Teacher, can I go to the bathroom? 
Teacher: Little Johnny, MAY I go to the bathroom? 
Little Johnny: But I asked first!",1
Little Knowledge Is A Dangerous Thing,0
Little of his life and work is known today.,0
Little Pigeons Can Carry Great Messages,0
Little Pitchers Have Long Ears,0
Little sign of protest on anniversary of Egypt's uprising:  ,0
Little Strokes Fell Great Oaks,0
"Little Thieves Are Hanged, But Great Ones Escape",0
Little Things Amuse Little Minds,0
Litvinenko murder suspect Lugovoy calls UK inquiry accusations 'absurd':  ,0
Live And Learn,0
Live And Let Live,0
Live from Clinton's Nevada campaign headquarters ,0
"Live Not To Eat, But Eat To Live",0
LIVE NOW: Tim Peake and Tim Kopra are preparing to leave the ISS for a spacewalk:  ,0
Live performances of `` Fell on Black Days '' can be found on the `` Black Hole Sun '' and `` Fell on Black Days '' singles.,0
"Liverpool collapse nothing to do with protest, says coach  ",0
"Living in filth, Greece's migrants battle hunger and cold:  ",0
Living with microcephaly:  ,0
"lJoin the Army, meet interesting people, kill them.",1
lLimiting the freedom of news 'just a little bit' is in the same category with the classic example a little bit pregnant.,1
Lloyds Bank to pay out $86 million in UK December flood claims,0
Lloyds lawyer says 'no value left in HBOS' comment taken out of context ,0
Lloyds to pay special dividend as profits rise:  ,0
"lMy parents almost lost me as a child, but they didn't take me far enough into the woods.",1
"Lobsters are omnivores , and typically eat live prey such as fish , mollusks , other crustaceans , worms , and some plant life.",0
"Local news: 'Amputee robber evaded police for 15 days'. That's amazing, considering he wasn't armed.",1
Local scholars say that its original name was Ldumra.,0
Locals distance themselves from Oregon refuge occupiers ,0
"Located in one of the holiest sites in the old city of Damascus , it is of great architectural importance.",0
Locke never married nor had children.,0
"Locked in tight duel in Iowa, Trump stresses need to win state ",0
Locomotives built by the Yorkshire Engine Company.,0
LOL has gone from laugh out loud to there's nothing left to say.,1
LOL=lacking of literacy,1
Lollipop ladies. They make me cross.,1
London Calling? ICE’s Sprecher eyes options:  ,0
"London designers call upon Shakespeare, nature for inspiration ",0
London kicks off fashion shows amid catwalk shake-up ,0
London local government looks to NW England to create $64 billion pension asset pool,0
London Mayor Boris Johnson says backs British exit from EU  ,0
"London mayor Boris Johnson urges UK cabinet to back Brexit, defying PM Cameron ",0
London mayor Boris Johnson will campaign to leave the EU - BBC  ,0
London mayor says new EU proposals 'not enough' ,0
London would lose out if UK votes 'out' - Hammond,0
London-based Peter Owen Publishers have been long-serving advocates of Kavan 's work and continue to keep her work in print.,0
London-Frankfurt deal seen as Brexit-proof: ,0
London's mayor Boris Johnson to campaign for British exit from EU:   ,0
London's new rail line to be named after Queen Elizabeth ,0
"Long Absent, Soon Forgotten",0
Long also revealed that JBL was the number one contender for the World Heavyweight Championship.,0
"Long Eaton has two state secondary schools , The Long Eaton School and Wilsthorpe Business and Enterprise College as well as several primary schools.",0
"Long then began to look for an assistant so he could spend more time with Kristal , eventually revealing Vickie Guerrero as his new assistant on May 25 , 2007 , an appointment made partly at Kristal 's request.",0
Longfellow often used allegory in his work.,0
Longfellow would live there for the remainder of his life.,0
"Longoria was given the American League Gold Glove Award for his position on November 10 . Two days later , he was given a Silver Slugger Award.",0
Longtime black San Francisco church faces eviction amid gentrification  ,0
Look Before You Leap,0
"Look Before You Leap, But Having Leapt Never Look Back",0
LOOK LEFT ----------------------------&gt; fail.,1
Look people I don't like exercise so I'm not going to walk a mile in your shoes. I'll judge you standing right here.,1
Lookers-On See More Than Players,0
Looking ahead at Obama's final SOTU:  ,0
"Looking back at the Charlie Hebdo attack, one year later:  ",0
"Looking beyond the current market mayhem, find out what leaders at Davos have to say  ",0
Looking forward to the day when my to-do list becomes my ta-da! list.,1
"Looking into becoming a hitman, I heard those people make a killing.",1
Looks like my do absolutely nothing and get filthy rich plan isn't working.,1
"Lopevi lost the first challenge mainly due to Chris , however , the older men of the tribe conspired into an alliance and worked to vote off one of the younger men , Brook.",0
"Lord (God, Heaven) Helps Those (Them) Who Help Themselves",0
"Lord Don't Slow Me Down is a rockumentary film , looking back on British band Oasis ' Don't Believe the Truth world tour which took place from May 2005 to March 2006.",0
"Lord Don't Slow Me Down was released on DVD on October 29 , 2007.",0
Lorenz does not see human independence from natural ecological processes as necessarily bad.,0
"Los Angeles hospital paid hackers $17,000 ransom in bitcoins:",0
Lost an hour. Bet it's somewhere with my keys.,1
Lost my mood ring.. Not sure how I feel about this.,1
Lost Time Is Never Found Again,0
"Loud explosion in Afghan capital, near Russian embassy: police ",0
"Louder Than Live is a home video by the American alternative rock band Soundgarden featuring songs performed live at the Whisky a Go Go in Los Angeles , California on December 7 , 1989 and December 10 , 1989.",0
"Louder Than Love spawned the EP Loudest Love and the video compilation Louder Than Live , both released in 1990.",0
Louder Than Love would become the band 's first album to chart on the Billboard 200.,0
Louis married three times.,0
Love Cannot Be Forced,0
"Love died on June 21 , 2008 , of congestive heart failure , in Poughkeepsie , New York.",0
Love In A Cottage,0
"Love Me, Love My Dog",0
Love Will Creep Where It May Not Go,0
Love: Nature's way of tricking people into reproducing.,1
Loves the time of year when things that blow up are legal.,1
Lovins has also acted as a consultant to many Fortune 500 companies.,0
Low U.S. jobless claims underscore labor market strength ,0
lPeople are seldom too busy to stop and tell you how busy they are.,1
LSE's Rolet to bow out to ease merger:  ,0
lSending Postcards From A Plane Crash (Wish You Were Here).,1
lShould vegetarians eat animal crackers?,1
"lSmile, it's the second best thing you can do with your lips.",1
lThe funniest thing about this message is that by the time you realize it doesn't say anything you its too late for you to stop reading it.,1
lThose of you who think you know everything are annoying those of us who do.,1
Lu and Lian Hsiang have two children.,0
Lucario thinks of Sir Aaron as both his master and close friend.,0
Lucas was born at Morwenstow and had two brothers and two sisters.,0
"Lucky Powerball winners are in Tennessee, California and Florida:  ",0
"Lucretius used the word in the sense `` everything rolled into one , everything combined into one ''.",0
"Luis was also one of three retired hurricane name starting with L , the others were Lenny in 1999 and Lili in 2002.",0
"Luis was the first L name to be retired since 1954 , and was the first Atlantic hurricane name to be retired in three years since Hurricane Andrew in 1992.",0
"Lulu goes out and returns with another client , the Negro.",0
Lumberjacks were exclusively men.,0
"Lunch food varies . In some places , one eats similar things both at lunch and at supper - a hot meal , sometimes with more than one course.",0
Luoyang was defended by three Chinese divisions.,0
lYou can thank your lucky stars that everything I wish for will never come true.,1
Lyrics are a set of words that make up a song.,0
Macedonia police fire teargas on migrants at Greek border:  ,0
"Macedonia postpones elections under EU, U.S. pressure ",0
"MacGruber starts asking for simple objects to make something to defuse the bomb , but he is later distracted by something that makes him run out of time.",0
Macropodiformes is one of the three suborders of the large marsupial order Diprotodontia.,0
"Macy's to cut jobs, shut stores amid weak holiday sales  ",0
"Madaya, Syria residents ""skinny, tired, severely distressed"" WHO official tells Reuters  ",0
Made a chicken salad today. The little prick didn't eat it.,1
"Madison 's suburb , Middleton , was also ranked the `` Best Place to Live in America '' in 2007 by Money Magazine.",0
Maduro names young hardliner to run Venezuela's ailing economy  ,0
Magazine publisher Time Inc considering merging with Yahoo: Bloomberg,0
"Maggie 's first lines were spoken in `` Good Night '' , the first short to air on The Tracey Ullman Show , after the family falls asleep.",0
Magical Mickelson moves two ahead at Pebble Beach ,0
Magicians make people disappear all the time! But as soon as I take and hide a regular person everyone freaks out!,1
Magnitude 6.1 earthquake jolts central China,0
Magnitude 6.4 earthquake hits southern Taiwan: USGS,0
"Magnitude 6.6 quake hits southeast of Malaga, Spain: USGS",0
Magnitude of latest North Korean seismic event appears slightly less than one in 2013: nuclear treaty organization,0
"Mahathir quits Malaysia's ruling UMNO party, protesting corruption ",0
Main Syrian opposition team to head to Geneva ahead of possible negotiations ,0
Main: what a guys number one girl is. He fails to tell her about the others.,1
"Maine Road also gives its name to a non-league football club , Maine Road F.C..",0
Mainstream films can best be defined as commercial films that have a wide release and play in first run theaters.,0
Major 7.9 magnitude quake strikes southwest of Indonesia: USGS.,0
Major 8.1 magnitude quake strikes southwest of Indonesia: USGS,0
Major 8.2 magnitude quake strikes southwest of Indonesia: USGS.,0
Major airlines offer to re-assign crew from Zika-hit routes.  ,0
"Major earthquake hits south Alaska, tremors felt in Anchorage ",0
Major German carmakers recall U.S. vehicles in latest move of long-running safety crisis:  ,0
Major powers agree on plan to break Syria deadlock ,0
Major powers agree to plan for 'cessation of hostilities' in Syria:  ,0
Major powers team up to tell China of concerns over new laws ,0
Majority of Americans support next president pushing tighter gun laws ,0
Majority of Spaniards see new elections as inevitable: poll ,0
Majority of Spaniards would prefer centre-left coalition: poll ,0
"Majority rule is a decision rule that selects one of two alternatives , based on which has more than half the votes.",0
Make Haste Slowly,0
Make Hay While The Sun Shines,0
Make love not war - or marry and do both.,1
Make Or Mar,0
Make sure the soil is damp and well draining.,0
Make the little things count. Teach midgets maths.,1
Making a new link that begins with a / is the common way to start a subpage.,0
Making another Facebook account with the name ' Nobody Actually ' to mess with people's heads when I like their statuses.,1
Making another Facebook profile called Ahontas and have people poke me.,1
Malala seeks to raise $1.4 billion to educate Syrian refugees,0
Malaysia Airlines resumes checked baggage on Europe routes  ,0
Malaysia blocks access to news portal for violating media law ,0
Malaysia halts intake of foreign workers after protests ,0
Malaysia review panel asks anti-graft agency to continue PM Najib probe ,0
Malaysia says arrests 7 Islamic State-linked militants suspected of planning attacks,0
Malaysia says debris found off Thai coast not from MH370,0
Malaysia says debris found off Thai coast not from missing MH370,0
"Malaysia says Islamic State threat ""very real"" as video warns of attacks ",0
Malaysia's attorney general says will cooperate with Swiss counterparts on 1MDB probe,0
Malaysia's new Twitter police target critics of PM Najib  ,0
Malaysia's ruling party suspends deputy chief over criticism of PM ,0
Malaysia's top lawyer rejected advice to charge PM: source ,0
Malaysian anti-graft agency seeks review of PM Najib probe decision  ,0
"Malaysian police discover 13 bodies, believed Indonesian, at beach",0
Malaysian police open defamation probe against ex-PM Mahathir ,0
Maldives opposition leader jailed on terrorism charges ,0
Males have fewer white spots than females.,0
"Males have one Y chromosome and one X chromosome , while females have two X chromosomes.",0
Mali Islamist group Ansar Dine claims attack on U.N. base ,0
"Mali rebel destroyed ancient Timbuktu shrines, ICC told ",0
Malibu picked up three inches of snow - the first measurable snow in five decades.,0
Malmeneich lies in the Westerwald.,0
"Malta , Panama , and Rhodesia competed at the Olympic Games for the first time.",0
Mammals and birds were well-established.,0
Mammals during pregnancy can have one or more gestations at the same time.,0
Man arrested with handguns at Disneyland Paris:  ,0
Man arrested with handguns at Paris' Euro Disney park ,0
Man City's Pep talk may come back to haunt them  ,0
Man facing N.J. terrorism charges cited Islamic State: prosecutors ,0
"Man goes into a chip shop with a salmon under his arm. He says ""Got any fishcakes?"" ""No sorry"" ""Awww that's a shame it's his birthday""",1
"Man has his will, but woman has her way.",1
Man invented language to satisfy his deep need to complain.,1
"Man jumps in a taxi says ""King Arthur's Close"". Taxi driver says ""Don't worry I'll lose him at the lights"".",1
Man Proposes But God Disposes,0
"Man pulled out alive after Taiwan quake, more than 130 people still trapped",0
Man sets himself on fire outside Kensington Palace ,0
Man sets himself on fire outside London palace of Prince William ,0
"Man shot by Paris police shouted Allahu Akbar, may have worn suicide belt:  ",0
Man sought by Israel dies at Palestinian mission in Bulgaria ,0
Man who invented anagrams has died. May he Erect a penis.,1
Man who shot Philadelphia police officer cited Islam as motive: official ,0
Man who tried to enter Paris police station may have been wearing suicide belt - interior ministry,0
"Man: Doctor Doctor I keep thinking I'm a wigwam and a tepee. Doctor: Calm down, you're two tents.",1
Manchester later formed its own Poor Law Union by the name of Manchester.,0
Manchester United fans plan Europa League ticket price protest ,0
Mangrove trees live right in the water.,0
"Manhattan construction crane collapses, kills one ",0
Manhunt underway for prisoners who escaped from California jail ,0
Manilow also performed as well.,0
Manning and Bronco defense beat Pats for trip to Super Bowl ,0
Mansions had many chimneys for the many fireplaces required to keep the vast rooms warm.,0
Manslaughter is usually broken down into two distinct categories : voluntary manslaughter and involuntary manslaughter.,0
"Manual ticket inspections do , however , regularly take place.",0
Many 'lost' voters say they have found their candidate in Trump ,0
Many A Fine Dish Has Nothing On It,0
Many A Good Cow Has A Bad Calf,0
Many A Good Father Has But A Bad Son,0
Many A Little Makes A Mickle,0
Many A True Word Is Spoken In Jest,0
Many ADSL implementations also use ATM.,0
Many agricultural soils need drainage to improve production or to manage water supplies.,0
Many alkaloids are toxic to other organisms.,0
Many also have a simple gut and a mouth with a radula.,0
Many Americans unwittingly own a piece of the gun industry. Do you?,0
Many amusement rides provide rotation.,0
Many ancient Greek recipes are known.,0
"Many aquatic and some terrestrial plant species use hydrochory , or seed dispersal through water.",0
Many are cultivated as ornamental plants.,0
Many areas remain inaccessible to the public due to building work.,0
"Many articles are created on Wikipedia every day , most of which are a good faith effort by contributors to improve the encyclopedia.",0
"Many authorities place them all in a single subfamily , Sigmodontinae.",0
Many Baba lovers work or live in the vicinity.,0
Many biologically important molecules are acids.,0
Many boats were also lost as a result of Jose.,0
Many breeds of horse carry pinto patterns.,0
Many Buller 's Albatrosses and Black-footed Albatrosses nest under trees in open forest.,0
Many Chinese men settled in black communities and in turn married black women.,0
Many chords can be played with exactly the same notes in more than one place on the fretboard.,0
Many chytrids are aquatic.,0
"Many companies make small solid-state digital audio players , essentially producing flash drives with sound output and a simple user interface.",0
Many composers have written Requiems.,0
"Many compositions include acoustic guitar interludes and strong dynamic shifts , as well as both growling and clean vocals.",0
"Many countries issue only one passport to each national . When passport holders apply for a new passport , they may be required to surrender the old passport for invalidation.",0
"Many creeks empty into it , but the most water comes from the Mint River.",0
"Many criminal operations engage in corruption , black marketeering , terrorism , abduction etc..",0
"Many different variations of popularity exist , and many ways in which to gain it.",0
Many early television networks evolved from earlier radio networks.,0
"Many embraced Jacobitism because they believed parliamentary interference with monarchical succession to be illegitimate , and many Catholics hoped the Stuarts would end discriminatory laws.",0
"Many English composers of Butterworth 's time set Housman 's poetry , including Ralph Vaughan Williams.",0
Many expatriates and well heeled Singaporeans tend to stay in this region.,0
"Many expected Robinson to be the choice , but the party leader instead picked an unknown , new senior counsel called John Rogers.",0
Many extremophiles fall under multiple categories.,0
Many fully grown mature trees may be very short due to environmental factors or disease.,0
Many gyms offer a wide variety of aerobic classes for participants to take.,0
Many Hands Make Light Work,0
Many have colorful patterns.,0
Many historians regard Offa as the most powerful Anglo-Saxon king before Alfred the Great.,0
"Many human cultures make use of ants in cuisine , medication and rituals.",0
"Many indigenous people lack title to land where they live, research shows ",0
Many Iranian women and youth feel failed by reformists ahead of vote ,0
Many islands are located at the coast.,0
Many large hearths also appear.,0
"Many living in the area were caught off guard when Katrina strengthened from a tropical storm to a hurricane in one day and struck southern Florida on August 25 , 2005.",0
"Many Malaysian children attend Tamil schools , and a significant portion of Tamil children in Mauritius and Reunion are brought up with Tamil as their first language . In Singapore , Tamil students learn Tamil as their second language in school , with English as the first.",0
"Many Malaysian children attend Tamil schools , and a significant portion of Tamil children in Mauritius and Reunion are brought up with Tamil as their first language.",0
Many manufacturers distinguish between decorative cosmetics and care cosmetics.,0
"Many Men, Many Minds",0
Many modern theories of the origin of life still take Oparin 's ideas as a starting point.,0
Many more open air sites are known such as that at Hengistbury Head.,0
Many mosques today will put the women behind a barrier or partition or in another room against most Islamic beliefs.,0
Many mud volcanoes exist on the shores of the Black Sea and Caspian Sea.,0
"Many new words were either borrowed from or coined after European languages , especially English , Russian , German , and French.",0
Many notable events occurred in 1903.,0
Many of its early authors were the children of Jewish immigrants from Europe.,0
"Many of the earliest Syrian Americans settled in New York , Boston , and Detroit.",0
Many of the generalizations noted above do not hold true for some schools of jujutsu . Old schools of Japanese jujutsu include :,0
Many of the largest known primes today are generalized Fermat primes.,0
Many of the municipalities in the area receive their drinking water directly from VÃ¤ttern.,0
Many of the museums are run by the Biggar Museum Trust.,0
Many of the neighborhoods in Malden take their name and identity from the Square they are centered around.,0
"Many of the old Inca walls were at first thought to have been lost after the earthquake , but the granite retaining walls of the Qoricancha were exposed , as well as those of other ancient structures throughout the city.",0
"Many of the original companies stayed , while new ones moved in.",0
"Many of the president 's biblical references in his comments to Dr. Jacobs appear to have come from an open letter to Dr. Schlessinger , circulated online in early May 2000.",0
Many of the refugees were subsequently accepted by New Zealand.,0
"Many of the road passes are well known , such as the Grimsel Pass.",0
Many of the words in the modern Indo-European languages seem to have derived from such `` protowords '' via regular sound changes.,0
"Many of these are volcanic in origin , but the best known volcano is Krakatoa.",0
Many of these officers were black and had a fear that as they looked like civilian homeless people that uniformed officers would think that they were criminals if they used their guns.,0
Many of these soldiers later emigrated.,0
"Many of WCW 's top wrestlers had contracts with AOL Time Warner , WCW 's parent company , and were willing to sit at home rather than wrestle for less money.",0
Many old Syrian American families have lost their linguistic traditions due to the fact that many parents do not teach their children Arabic.,0
"Many other multinational companies like Caterpillar , DuPont , Take Two Interactive , Electronic Arts , INVISTA , Procter & Gamble and Sun Microsystems have their European headquarters in the city.",0
Many other places have important Mardi Gras celebrations as well.,0
Many passes are closed in winter.,0
Many people also work in the numerous offices of international organizations located in Geneva.,0
Many people eat lunch while at work or school.,0
"Many people have also come to know Leah 's little sister , Lucy who was born with spina bifida and cerebral palsy.",0
Many people in developed countries first hear about UNICEF 's work through the activities of 36 National Committees for UNICEF.,0
"Many people in the New Orleans metropolitan area expected minimal effects from the storm , but were cleaning up debris and were without power for days after Cindy 's passage.",0
"Many people know Reims for its cathedral , Notre-Dame de Reims , formerly the place of coronation of the kings of France.",0
Many plants and fungi reproduce asexually as well.,0
Many police officers carry clipboards.,0
"Many posters , particularly early posters , were used for advertising products.",0
Many protists take the form of single-celled flagellates.,0
Many school-aged children can learn a second language.,0
"Many schools teach children to make sock puppets and then have the children put on shows or plays for the whole school with them , sometimes with all the sock puppets singing.",0
Many ships and lives were reported lost.,0
"Many Southern writers , like Simms , soon wrote their own books in opposition to Stowe 's novel.",0
Many species are critically endangered.,0
"Many species live most of their lives as single cells , while other species form colonies or long filaments.",0
Many species of skippers look frustratingly alike.,0
Many states may only recognize another state if it is to their advantage.,0
Many straits are economically important.,0
Many teenagers find their first employment in grocery stores.,0
Many U.S. states also have such departments.,0
Many women begin their careers in adulthood.,0
Many word search puzzles have a theme to which all the hidden words are related.,0
Many Words Hurt More Than Swords,0
Many Words Will Not Fill A Bushel,0
"Many years later when Max is in middle school , the real story begins.",0
Marcel DuprÃ© was born in Rouen.,0
Marco Rubio emerges as champion of battered Republican establishment  ,0
Marco Rubio emerges as champion of battered Republican party  ,0
"Marianne Curley , is an Australian author best known for her Guardians of Time Trilogy and Old Magic books.",0
Marie SkÅodowska - Curie was the first woman to win a Nobel prize and the first person to win two Nobel Prizes.,0
Marijuana Inc. eyes Mexico as drug liberalization looms ,0
Marine Corps lists identities of 12 missing in Hawaii chopper collision,0
Market turmoil could hold back euro zone inflation: ECB's Coeure ,0
Marketers use of mobile phone data erodes consumers' trust - survey:  ,0
Markets back on the rack:  ,0
"Markets sell dried noodles and men-tsuyu , or instant noodle broth , to make home preparation easy.",0
Marks And Spencers new advert states that it wouldn't be Christmas without M&amp;S. They're right too. It'd be Chrita.,1
Marks And Spencers new advert states that it wouldn't be Christmas without MandS. They're right too. It'd be Chrita.,1
Marquette has two sister cities.,0
Marriage is a relationship in which one person is always right and the other is the husband!,1
Marriage is a relationship where one person is always right and the other is the husband.,1
Marriage is a relationship wherein one person is always right and the other person is the husband.,1
"Marriage is a three ring circus: an engagement ring, a wedding ring, and suffering",1
"Marriage is grand, but divorce is 50 grand.",1
Marriage is like a deck of cards. In the beginning all you need is 2 hearts and a diamond. By the end you wish you'd a club and a spade.,1
Marriage is like a deck of cards. In the beginning all you need is two hearts and a diamond. By the end you wish you had a club and spade.,1
Marriage is like game of poker. You start with pair and end with full house.,1
"Marriage is like pi - natural, irrational, and very important.",1
Marriage is not a word. It's a sentence.,1
Marriage is the only war where you sleep with the enemy.,1
Marriage is the triumph of imagination over intelligence. Second marriage is the triumph of hope over experience,1
Marriage: Assisted Suicide.,1
Marriages Are Made In Heaven,0
"Married men live longer than single men, but they are more willing to die.",1
Marske has two imposing houses.,0
"Martha and George Washington had no children together , but they raised Martha 's two surviving children.",0
Martin Luther King Day: A day for all us white people to be embarrassed by our ancestors.,1
Martin Luther King pictured in Air Force base shooting event flier ,0
Martin Shkreli insults Congress on Twitter after refusing to testify:  ,0
Martin Shkreli is being sued over his $2 million Wu-Tang Clan album:,0
Martin Shkreli pleads the Fifth before Congress:  ,0
Martin Shkreli's E*Trade account takes a $40 million hit:,0
Mary and Joseph. Now they had a stable relationship.,1
"Mary had a little lamb, and then she had dessert.",1
"Mary has 24 cupcakes she eats 9 at lunchtime, then she eats another 6 at dinner time. What does Mary have now? Diabetes",1
Mary Rose sat on a nail Mary rose.,1
"Mary was working alone , as Louis was ill in camp.",0
Maryland officer jailed for putting gun to man's head: report ,0
Mashed potatoes or Smashed potatoes is one way of serving potatoes.,0
Masked mob threatening migrants go on the rampage in Stockholm ,0
Mass grave in Iraq's Ramadi holds at least 40 Islamic State victims: officials,0
"Massive blizzard paralyzes New York and Washington, 19 dead",0
Masur has been married three times.,0
Math jokes aren't funny. Nothing about math is funny. Math is a sin.,1
"Math may not teach us how to add love or how to minus hate. But it gives us every reason to hope that ""every problem has a solution"".",1
Math: Only place where people buy 60 watermelons and no one wonders why.,1
Mathematics teachers call retirement 'the aftermath.',1
"Mating begins between May and August , and the eggs are laid in September.",0
"Mating takes place in the afternoon to early evening , and egg-laying begins at night.",0
"Matthew Fox stated in an interview that in the final season , the characters of Jack Shephard and John Locke `` will come head to head . ''",0
Mauricio Macri is the first Argentine president to join Davos in more than a decade.  ,0
"Mauro Ramos , full name Mauro Ramos de Oliveira , was a Brazilian football player.",0
"Max told his friend he didn't want to go for a hike in the hills.  ""I'm an anti-climb Max.""",1
May the 4th be with you.,1
Maybe I won't get hired in some things.,0
Maybe I'm just ignorant. I don't know.,1
Maybe that makes me a bad actress.,0
"Maybe we should tone it down a notch. The neighbours changed the name of their wifi network to;""We can hear you having sex"".",1
McAleese is Ireland 's second female president and the world 's first woman to succeed another woman as an elected head of state.,0
McConnell: Senate won't OK any Obama Supreme Court nominee ,0
McCown performed well enough in the two games Warner missed that Green named McCown the starter for the remainder of the season.,0
McCoy goes by the stage name of `` Martin Luther '' in his music career.,0
"McKay , like most of the men in her life , was abusive , but he did try to get her off drugs.",0
McLaren Automotive could triple car production by 2022: CEO,0
Me &amp; my mates were at an Indian restaurant &amp; some guys started throwing rice at us. So we threw rice back at them. We had a pilau fight.,1
Me and my limbo team go way back.,1
Me and my mate were fighting over which was the best vowel. I won!,1
Me and my mates are in a band called Duvet. We're a cover band.,1
Me and my mates were at an Indian restaurant and some guys started throwing rice at us. So we threw rice back at them. We had a pilau fight.,1
Me and my recliner go way back.,1
Me and the wife decided to make our own sex tape. She was pissed off though when I started holding auditions for her part.,1
"Me: ""Doctor! Doctor! I feel like a pack of cards!"" Dr: ""Sit down and I'll deal with you later""",1
"Me: ""How do you spell HIV?"" 
Friend:""H.I.V"" 
Me: ""Are you positive?"" 
Friend:""Yes... Wait no... Damn!""",1
Me: People say I've got a special way of lighting up the roomJudge: It's called arson &amp; those people are witnesses.,1
Me: People say I've got a special way of lighting up the roomJudge: It's called arson and those people are witnesses.,1
Me: Sorry boss can't come in today my car has broken down. Boss: What about the bus? Me: I don't have a bus.,1
"Me: When I was younger I was given a choice, a long penis or a good memory. Wife: Which one did you choose? Me: I can't remember.",1
"Mead is an alcoholic beverage , made from honey and water via fermentation with yeast.",0
Mead is often referred to as `` honey wine . '',0
Meal vouchers and water feed FIFA jamboree as austerity bites  ,0
"Meanwhile , Evanescence signed on with their first major label , Wind-up Records , and began work on their first album , Fallen.",0
Measure For Measure,0
Measure Thrice And Cut Once,0
MedellÃ­n is today a modern city with a population of three million.,0
Medevac helicopter crash kills five in Kazakhstan ,0
Media mogul Rupert Murdoch and former supermodel Jerry Hall plan to tie the knot:  ,0
"Media studies students may see themselves as observers of media , not creators or practitioners.",0
Mediterranean deaths soar as people-smugglers get crueler: IOM ,0
Meet the girls in Karachi changing the status quo. These boxers are aiming for international competitions.,0
"Meg White was born in Grosse Pointe Farms , Michigan to Walter Hackett White , Jr. and Catherine White.",0
Mega deals announced as Iranian president travels to Italy:  ,0
Mega Man X7 is the seventh main game in the Mega Man X series and the first to have 3D gameplay.,0
Mega-deals await as Iranian president starts European trip in Rome:  ,0
"Megabats eat fruit , nectar or pollen while most microbats eat insects ; others may feed on the blood of animals , small mammals , fish , fruit , pollen or nectar.",0
"Megan Martha `` Meg '' White is an American drummer best known as one half of the Detroit rock duo The White Stripes , with her ex-husband Jack White.",0
Meher Baba said that Babajan was one of the five Perfect Masters of her time.,0
"Melissa remained away from land during its lifespan , never threatening any land areas.",0
Melling is a Great Britain international.,0
"Melling was initially signed as a back-up hooker to Chad Randall , however the Great Britain international has made full back position his own.",0
"Members must speak the house language of French , but many also speak English and German as well.",0
Membership of RIANZ is open to any record label operating in New Zealand.,0
Memorial Day is a United States federal holiday observed on the last Monday of May.,0
Men 's hanbok saw little change compared to women 's hanbok.,0
Men are like bank accounts. Without a lot of money they don’t generate a lot of interest.,1
Men are supposed to come to the mosque wearing loose and clean clothes that do not reveal the shape of the body.,0
